iter	Logloss
168	0.4688072462
169	0.4681174913
170	0.4675456059
171	0.4665996021
172	0.4660051477
173	0.4654572316
174	0.4650384283
175	0.464334959
176	0.4637309498
177	0.4632696854
178	0.4624422102
179	0.4617724708
180	0.4610201157
181	0.4603461756
182	0.4599093747
183	0.4593155793
184	0.4586990501
185	0.4580849919
186	0.4574938734
187	0.456860994
188	0.4563362235
189	0.4556232406
190	0.4549368628
191	0.4543272114
192	0.4537634393
193	0.4530470381
194	0.4525503552
195	0.4519515765
196	0.4514146977
197	0.4510391379
198	0.4504705473
199	0.4498865125
200	0.449415817
201	0.4487305511
202	0.4481492345
203	0.4475405715
204	0.4468783277
205	0.4463110549
206	0.4457798596
207	0.4450593812
208	0.4442815742
209	0.4436975394
210	0.4432698403
211	0.4427420221
212	0.442189411
213	0.4416099888
214	0.4410593957
215	0.4404656826
216	0.4401031782
217	0.4396828511
218	0.4392005416
219	0.4387441782
220	0.4381538422
221	0.437758967
222	0.4372147574
223	0.4365105468
224	0.4357088117
225	0.4352778179
226	0.4348494598
227	0.4342309537
228	0.4338762332
229	0.4331746584
230	0.4324656292
231	0.4319072523
232	0.4312915879
233	0.4305295957
234	0.429832963
235	0.4292621896
236	0.4287494037
237	0.4280787994
238	0.4272524361
239	0.4264061808
240	0.4259798408
241	0.4253468378
242	0.4249994069
243	0.4243511658
244	0.4240725951
245	0.4236018584
246	0.4231682699
247	0.4226222894
248	0.4222560785
249	0.4217346439
250	0.4211770082
251	0.4202590922
252	0.4197834545
253	0.419272316
254	0.4187830463
255	0.4182236809
256	0.4174709552
257	0.4168114707
258	0.4162574181
259	0.4157458677
260	0.4152443251
261	0.4146646147
262	0.4143836141
263	0.4139850735
264	0.4133921841
265	0.4127352119
266	0.4121861014
267	0.411711205
268	0.4111737497
269	0.4106504206
270	0.4102470202
271	0.4097203552
272	0.4092537369
273	0.4088801128
274	0.4084849081
275	0.40809028
276	0.4075092516
277	0.4069669366
278	0.4064828149
279	0.4061594769
280	0.4058156702
281	0.4052707193
282	0.404603657
283	0.4043251274
284	0.4040034779
285	0.4035743785
286	0.403019008
287	0.4025275968
288	0.4021246494
289	0.4016341442
290	0.4010880402
291	0.4005830381
292	0.3999349205
293	0.3995302846
294	0.3990285361
295	0.3984423597
296	0.39814748
297	0.3978690329
298	0.3975439651
299	0.3970589374
300	0.3966108108
301	0.3962454236
302	0.3957551655
303	0.3953735928
304	0.3949482824
305	0.3944280421
306	0.3941533839
307	0.3938545505
308	0.3932985211
309	0.3927899771
310	0.3923283421
311	0.3919524941
312	0.3914136385
313	0.3911062799
314	0.3908667519
315	0.390383907
316	0.3900497375
317	0.3895714228
318	0.3893043014
319	0.3887761537
320	0.3885056963
321	0.3880232632
322	0.3876314768
323	0.3872326479
324	0.3868009539
325	0.3864559117
326	0.3860060142
327	0.3854828087
328	0.3850175083
329	0.3844395688
330	0.383996755
331	0.3834458736
332	0.3830491451
333	0.382563582
334	0.3821888871
335	0.381859742
336	0.3813175917
337	0.3808746132
338	0.3803580795
339	0.3798482177
340	0.3794752937
341	0.3791713123
342	0.3788192687
343	0.3781481703
344	0.377814948
345	0.3773024504
346	0.3770721477
347	0.3767208455
348	0.3762918284
349	0.375960583
350	0.3754804562
351	0.3752021326
352	0.3746772385
353	0.3741453431
354	0.3737571397
355	0.3733895697
356	0.3730177165
357	0.3728323459
358	0.372425486
359	0.3718981621
360	0.3715798485
361	0.3713264826
362	0.3708390662
363	0.3704691487
364	0.3701756692
365	0.369656788
366	0.3692774393
367	0.3687818272
368	0.3683980306
369	0.3681184715
370	0.3677279206
371	0.3671685964
372	0.3668459585
373	0.3665044993
374	0.3660831426
375	0.365602604
376	0.3652084701
377	0.3648693996
378	0.3643398517
379	0.3640507378
380	0.363468721
381	0.3631576147
382	0.3627316453
383	0.3623087236
384	0.3617837059
385	0.3615299281
386	0.3612554347
387	0.3607657943
388	0.36041581
389	0.3599755909
390	0.3594809261
391	0.3592341496
392	0.3588807058
393	0.3584048211
394	0.3579540175
395	0.3576803478
396	0.3574018594
397	0.3570530695
398	0.356727178
399	0.3562039312
400	0.3557399075
401	0.3553639771
402	0.3548737602
403	0.3544379066
404	0.3540173323
405	0.3535577154
406	0.3531580628
407	0.3528656129
408	0.352432148
409	0.3520302715
410	0.3515599054
411	0.3511301059
412	0.3507883172
413	0.3505503954
414	0.3502377241
415	0.3498107663
416	0.3494944708
417	0.3491763631
418	0.3488225486
419	0.3483843063
420	0.348031192
421	0.3476297273
422	0.3472487724
423	0.3467388282
424	0.3464560567
425	0.346018844
426	0.3456495442
427	0.3453085998
428	0.3449466721
429	0.3447183256
430	0.34434917
431	0.3438846521
432	0.3436413764
433	0.343337745
434	0.3429414695
435	0.3423057072
436	0.3419645569
437	0.3415529403
438	0.3412895254
439	0.34085048
440	0.3403746776
441	0.3400785418
442	0.3396800629
443	0.3393624083
444	0.3387470529
445	0.3383863606
446	0.3379020948
447	0.337352799
448	0.3371346045
449	0.3367455981
450	0.3363874798
451	0.3360735112
452	0.3355823676
453	0.3351763521
454	0.3347409721
455	0.3343814948
456	0.333978671
457	0.3334988943
458	0.3331416615
459	0.3328192707
460	0.3325773952
461	0.3321949782
462	0.3318399283
463	0.3315321785
464	0.3312073989
465	0.3306933363
466	0.3302581005
467	0.3299872724
468	0.3297529336
469	0.3294327256
470	0.3289962542
471	0.328594913
472	0.3281722384
473	0.3277879064
474	0.327564605
475	0.3272443146
476	0.3270243492
477	0.3264948424
478	0.3260887651
479	0.3256681908
480	0.3253297381
481	0.3249165359
482	0.3245627626
483	0.3240762523
484	0.3236667566
485	0.323244638
486	0.3229447338
487	0.3226322272
488	0.3222586649
489	0.3219148994
490	0.3215853425
491	0.3210941371
492	0.320683303
493	0.3202601753
494	0.3199241319
495	0.3194121491
496	0.3189468693
497	0.3185020787
498	0.3180357898
499	0.3177249718
500	0.3173250927
501	0.3169785884
502	0.3165724699
503	0.3163331478
504	0.3159194514
505	0.3156570867
506	0.3151454334
507	0.314856443
508	0.3142933299
509	0.3138705317
510	0.3134471775
511	0.3131413634
512	0.3128510963
513	0.3124205143
514	0.3119186422
515	0.311404003
516	0.3111086908
517	0.3106211509
518	0.3102837278
519	0.3098779387
520	0.3094429706
521	0.3090827314
522	0.3086919334
523	0.3084004308
524	0.3081161973
525	0.307628925
526	0.3073580764
527	0.3070758197
528	0.3068098719
529	0.306493041
530	0.3060682248
531	0.3058483211
532	0.3054274174
533	0.3050386169
534	0.3047779408
535	0.3044149422
536	0.3040272948
537	0.3037088783
538	0.3033185127
539	0.3031197984
540	0.3026401865
541	0.3021515346
542	0.3018442378
543	0.3014282144
544	0.3010493805
545	0.3003916876
546	0.2999171619
547	0.2996143748
548	0.299215587
549	0.2988274661
550	0.2985179041
551	0.2981620922
552	0.2977834025
553	0.2974158942
554	0.2970318299
555	0.2966954364
556	0.2962896885
557	0.2960014807
558	0.2956589919
559	0.2953046832
560	0.2949264465
561	0.294443025
562	0.294071213
563	0.2937873912
564	0.2935311836
565	0.2931941929
566	0.292814247
567	0.2925005667
568	0.2921910254
569	0.2919372064
570	0.2916734003
571	0.2911431522
572	0.2906775841
573	0.2902117895
574	0.2899532344
575	0.2895653193
576	0.2892165705
577	0.2888515333
578	0.288399103
579	0.2882389166
580	0.2878643247
581	0.2874924303
582	0.2872278211
583	0.286801687
584	0.2864029816
585	0.2861492862
586	0.2857479657
587	0.2853750829
588	0.2849814638
589	0.2845637312
590	0.2841405624
591	0.2837624492
592	0.283476836
593	0.2830086115
594	0.2827018089
595	0.2823282466
596	0.2819611296
597	0.2816560362
598	0.2811848052
599	0.2809470482
600	0.2806214862
601	0.2802376483
602	0.2799161018
603	0.2796932534
604	0.2793892102
605	0.2789924199
606	0.2786499312
607	0.2783052802
608	0.2778727831
609	0.2773998224
610	0.2769704554
611	0.2765490986
612	0.2761382439
613	0.2756710902
614	0.2751566569
615	0.2747499206
616	0.2744620422
617	0.274136542
618	0.273744076
619	0.2735023241
620	0.2729936978
621	0.2726442489
622	0.272293791
623	0.2720002086
624	0.2716432229
625	0.2712719051
626	0.2710381841
627	0.2707150108
628	0.270311734
629	0.2700427386
630	0.2696603216
631	0.2692285041
632	0.2687461534
633	0.2683114735
634	0.2680863601
635	0.2676880459
636	0.2673153897
637	0.2669119275
638	0.2665930785
639	0.2662760829
640	0.2658856144
641	0.2654733388
642	0.2651375424
643	0.2648151104
644	0.2645791655
645	0.2641699581
646	0.2638617965
647	0.2635467776
648	0.2632446701
649	0.2628247548
650	0.2623958202
651	0.26200877
652	0.2616843199
653	0.2612142009
654	0.2607761234
655	0.2603892379
656	0.2600862861
657	0.2596768316
658	0.2593266414
659	0.2589874062
660	0.2586087576
661	0.258247427
662	0.2579753428
663	0.2577259512
664	0.2573670916
665	0.2570591565
666	0.2567291054
667	0.25644168
668	0.2560964731
669	0.2556629052
670	0.2554225536
671	0.2551360137
672	0.2547070584
673	0.2543002809
674	0.254038081
675	0.2537300223
676	0.2534369341
677	0.2530613949
678	0.252639441
679	0.2522593304
680	0.2520160958
681	0.2517105288
682	0.2514834797
683	0.2511502779
684	0.2508442373
685	0.2504486208
686	0.2501542353
687	0.2498506657
688	0.2495448515
689	0.2492157271
690	0.2489854038
691	0.2487992919
692	0.2484371376
693	0.24810721
694	0.2478284746
695	0.2474908867
696	0.247095229
697	0.2466772082
698	0.2462815505
699	0.2459347785
700	0.2456160119
701	0.2452139706
702	0.244921562
703	0.2445780848
704	0.2442120798
705	0.2438925307
706	0.243659098
707	0.2432714918
708	0.2430069443
709	0.2427480597
710	0.2424860863
711	0.2421548408
712	0.2418072246
713	0.2415214672
714	0.2412562402
715	0.2408408552
716	0.2403821443
717	0.2399679125
718	0.2396775219
719	0.2394038521
720	0.2391794799
721	0.2387950037
722	0.2386168816
723	0.2384424454
724	0.2381517871
725	0.2378967532
726	0.2375389645
727	0.2372834776
728	0.2370122789
729	0.2367481432
730	0.2363849594
731	0.2360727616
732	0.2357779025
733	0.2354950075
734	0.2352378526
735	0.2349725844
736	0.2344815026
737	0.2341247229
738	0.2338712746
739	0.2336134402
740	0.2333353431
741	0.2331163455
742	0.232856699
743	0.2326421287
744	0.2323249477
745	0.2319999829
746	0.2317056797
747	0.2314164011
748	0.2310480692
749	0.2308152748
750	0.2304844
751	0.2301816747
752	0.2298383417
753	0.2296022732
754	0.2292539774
755	0.2288900728
756	0.2285143483
757	0.2281805906
758	0.2279034201
759	0.2275738015
760	0.2271758168
761	0.2267557368
762	0.2263746172
763	0.2260448543
764	0.2256988649
765	0.2254569894
766	0.2250633085
767	0.2246673625
768	0.2244623882
769	0.2242181858
770	0.2238632387
771	0.2235378827
772	0.2233299842
773	0.2231012465
774	0.2228998552
775	0.2226605332
776	0.2224172162
777	0.2221745582
778	0.2219565285
779	0.2215704255
780	0.2213037365
781	0.2209398113
782	0.2207798514
783	0.220501363
784	0.2202612173
785	0.2199037374
786	0.2196526367
787	0.2193502614
788	0.2189067063
789	0.2186636571
790	0.2183842215
791	0.218138763
792	0.2178528409
793	0.2175480769
794	0.2172741394
795	0.2169860346
796	0.2167388051
797	0.2164518328
798	0.2161643251
799	0.2158878754
800	0.2155432656
801	0.2152101463
802	0.2148502571
803	0.2145393155
804	0.2142307215
805	0.2139286963
806	0.2136567768
807	0.2133345096
808	0.2130680882
809	0.2127544285
810	0.2124865657
811	0.2122565101
812	0.2120376772
813	0.2117813254
814	0.2113924631
815	0.2111385618
816	0.2108828896
817	0.210611835
818	0.2103323583
819	0.2101126605
820	0.2098441182
821	0.2096394115
822	0.2093791061
823	0.2091117169
824	0.2087704225
825	0.2085442588
826	0.2083177245
827	0.2080560805
828	0.2077231053
829	0.2074822183
830	0.2071667464
831	0.206925221
832	0.2066800302
833	0.2063436367
834	0.2059222387
835	0.2056779334
836	0.2054494016
837	0.2051137906
838	0.2048234618
839	0.2045657097
840	0.2042466137
841	0.2039683518
842	0.2037454417
843	0.2034832624
844	0.2031011543
845	0.2028569725
846	0.2025619692
847	0.2022122114
848	0.2020609414
849	0.2017878482
850	0.2014935245
851	0.201240035
852	0.2010950663
853	0.2007954092
854	0.200632484
855	0.2003085282
856	0.2001009386
857	0.1999041394
858	0.1996638701
859	0.199389912
860	0.1991374933
861	0.198859561
862	0.1986496033
863	0.1983833467
864	0.1981021814
865	0.1979209704
866	0.1977476462
867	0.1974380637
868	0.1972641835
869	0.196991914
870	0.196581327
871	0.1963204038
872	0.1960979055
873	0.1959126584
874	0.1956098919
875	0.1953798981
876	0.1951027895
877	0.1948363269
878	0.1945729532
879	0.1943607305
880	0.1941176194
881	0.1939646197
882	0.1936478711
883	0.1933768783
884	0.1931920843
885	0.192943331
886	0.1927047503
887	0.1924658401
888	0.1922025487
889	0.1919752937
890	0.1917236575
891	0.1914123041
892	0.1912073298
893	0.1910432926
894	0.1908287635
895	0.1906289166
896	0.1903448066
897	0.1901378143
898	0.1899457306
899	0.189742383
900	0.1895086621
901	0.1893391268
902	0.1891438514
903	0.1889118807
904	0.1886971251
905	0.1884845523
906	0.1882582856
907	0.1879790971
908	0.187856059
909	0.187627589
910	0.1872925134
911	0.1870453663
912	0.1867622653
913	0.1865449357
914	0.1863610477
915	0.1860810768
916	0.1857985935
917	0.185650783
918	0.1854946121
919	0.1852411844
920	0.1850000708
921	0.1848566259
922	0.1846983957
923	0.1845186468
924	0.1842412498
925	0.1840749064
926	0.1838774688
927	0.1836433153
928	0.183372096
929	0.1831655567
930	0.1829107699
931	0.1826750515
932	0.1825575938
933	0.1823290208
934	0.1821122266
935	0.1819327042
936	0.1816719251
937	0.1814504358
938	0.1811762307
939	0.1808890936
940	0.1806923561
941	0.1804665013
942	0.1803360706
943	0.1800876468
944	0.1797954029
945	0.1795474321
946	0.179340934
947	0.1791153263
948	0.1789355156
949	0.1787312208
950	0.1785551372
951	0.1783179979
952	0.1780598958
953	0.1778657118
954	0.1776111515
955	0.1774574928
956	0.1772121991
957	0.1769607688
958	0.1767817406
959	0.1765281276
960	0.1762582673
961	0.1759952643
962	0.1757603696
963	0.1755011967
964	0.17523494
965	0.1750299245
966	0.1747689807
967	0.174554987
968	0.1743508363
969	0.1741043688
970	0.1739532018
971	0.1737512751
972	0.1735400819
973	0.173284492
974	0.1730761818
975	0.1728594287
976	0.1725763689
977	0.1724001206
978	0.1721808347
979	0.1719349541
980	0.171715452
981	0.1715400274
982	0.1713404379
983	0.1711309024
984	0.1708980154
985	0.1707123565
986	0.1705366539
987	0.1702705002
988	0.1700076825
989	0.1698083607
990	0.169618223
991	0.1693970633
992	0.1691953013
993	0.1689805045
994	0.1688225009
995	0.1686564251
996	0.1685201874
997	0.1683796047
998	0.1682077838
999	0.1680383103
