,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7475813544415127,0.7924362357080035,0.5303430079155673,0.7097625329815304,0.7176781002638523
4000,0.7291116974494282,0.7554969217238346,0.5963060686015831,0.673702726473175,0.6851363236587511
