,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.5928808620492801,0.6988049058248299,0.2601973001038422,0.36485594783467123,0.36418732395355535
4000,0.5430118115645113,0.6043072721789445,0.31350328612422473,0.3793265395326664,0.38638208267473945
