,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.418874057547315,0.4087183095542229,0.2872131147540984,0.3915305229926533,0.39379627723778665
4000,0.432953216374269,0.4345174380604419,0.35890188434048087,0.41363949747203926,0.40428848462461914
