,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.862796833773087,0.851363236587511,0.683377308707124,0.7774846086191732,0.7968337730870714
4000,0.8698328935795955,0.8311345646437994,0.6921723834652594,0.7458223394898856,0.7889182058047494
