,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.6901603649129691,0.6928339045383863,0.4828259410300345,0.6194530769372711,0.6390735255574734
4000,0.6837804673491104,0.6907885519011066,0.4763782514180537,0.6264626489164109,0.6468022604358321
