,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7055237638797791,0.6688871186019657,0.4229287194242449,0.4996398069625753,0.5915957196759728
4000,0.6675142608806388,0.6010063786363935,0.36144326370825697,0.48234973539499937,0.5665018893226235
