,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.46819464883981016,0.4683966735096764,0.3293827022360606,0.42642000961218346,0.4419980498135064
4000,0.45933204552331713,0.46290580139671383,0.34130482835477893,0.4395443743680946,0.45226412150789663
