,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.6761034026105015,0.6753127235096608,0.45120671432715154,0.6055267350337912,0.628151003226926
4000,0.6572145944996014,0.6622855815352948,0.5352802740996325,0.6065765334713171,0.6323144662355875
