,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7611301369863014,0.793236301369863,0.5111301369863014,0.723458904109589,0.7290239726027398
4000,0.7375856164383562,0.7568493150684932,0.5796232876712328,0.6643835616438356,0.6810787671232876
