,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.6830851562837958,0.7409847659919827,0.33801803435894134,0.5171001581961125,0.516837120514962
4000,0.6147652244625865,0.6702596256030592,0.4440676198422148,0.4993991025074436,0.52842366681432
