,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.8945386064030132,0.8700564971751412,0.7080979284369114,0.7740112994350282,0.800376647834275
4000,0.8984962406015038,0.881578947368421,0.7142857142857143,0.7593984962406015,0.7951127819548872
