,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7312031051789261,0.701967911916852,0.46071373984816005,0.43983029521397893,0.5608366462532942
4000,0.7393570261508444,0.5912834820038511,0.39712988935870747,0.4422853558751836,0.5413753296511917
