,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7766051011433597,0.7748460861917326,0.6297273526824978,0.7343887423043095,0.7484608619173263
4000,0.7642919964819701,0.7678100263852242,0.6789797713280563,0.7370272647317502,0.7537379067722075
