,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.8044711994833443,0.7893681727683816,0.5273293492757758,0.6738379565560093,0.7031228121944534
4000,0.812596179678496,0.7556592941070948,0.5419174298621071,0.6200243886648462,0.6884045319219951
