,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.45537092775844945,0.45455978872936986,0.29922495054874154,0.42065901536030814,0.43370768702157425
4000,0.4331058276212568,0.43546395373740054,0.36000395729593876,0.42361519691488636,0.43260685253424186
