,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.5838367139181052,0.6141313958167737,0.2581384626727612,0.3776729065072623,0.3886008947614836
4000,0.5983608901516908,0.6321342877925892,0.34807904995244093,0.38144717642603077,0.38598777171522686
