,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.829349476373232,0.8035421883088054,0.5267132926286476,0.6472638974411749,0.6934929583598645
4000,0.8318466698123713,0.765303858902659,0.5458790039582251,0.6363625582041886,0.6855942504090798
