,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.8062261119733125,0.7928998149414185,0.5226378047037605,0.6703912636320709,0.7117898045034037
4000,0.7847571155938764,0.7597348363911536,0.47404850504550405,0.6514865134876221,0.7035898709008126
