,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7857142857142857,0.8244047619047619,0.5476190476190477,0.6815476190476191,0.6815476190476191
4000,0.7410714285714286,0.7767857142857143,0.6220238095238095,0.6726190476190477,0.6904761904761905
