,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.44613821632332706,0.447227768955792,0.2913888570664834,0.4000831730282474,0.4149359544084487
4000,0.4711485821821137,0.4738564266204855,0.3880346440920872,0.43592105906349843,0.44397875012073795
