,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.8647260273972602,0.8544520547945207,0.6785102739726028,0.7756849315068494,0.803082191780822
4000,0.8510273972602741,0.8334760273972602,0.6446917808219178,0.7641267123287673,0.7975171232876712
