,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.5477514390872169,0.6511996373244029,0.2508356660875173,0.4026750883840403,0.4100375726770761
4000,0.514392193134663,0.58816258966854,0.29982065951792347,0.37146573489326795,0.3803067535874091
