,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7921534315933486,0.7202098022630834,0.4081766121244491,0.5348728083510692,0.5316740381858072
4000,0.7471507419572331,0.6521745845933731,0.42769135281901327,0.44719752435160387,0.5128996575471895
