,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7872431506849316,0.788527397260274,0.6472602739726028,0.7410102739726028,0.754708904109589
4000,0.7816780821917808,0.7863869863013698,0.6374143835616438,0.7478595890410957,0.7611301369863015
