,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7529761904761905,0.7470238095238095,0.6220238095238095,0.7142857142857143,0.7142857142857143
4000,0.7708333333333333,0.7738095238095238,0.6785714285714286,0.7261904761904762,0.7202380952380952
