,mfcc_30,mfcc_120,chroma_12,cqt_30,cqt_70
mix,0.7251307537990381,0.676492094961131,0.4574517371910952,0.5233985228012433,0.5901105787360902
4000,0.7332329355934657,0.5744132227870686,0.3859673766925006,0.4306573630941154,0.5523259698149615
